seed,a,b,tier,cca,null
4,77,83,tier3 fluid<->non-fluid,0.2637094973146009,0.025192080832525648
4,79,81,tier4 all other pairs,0.20924922349442243,0.07364040690067926
4,79,83,tier3 fluid<->non-fluid,0.3621377858864797,0.10046985202106953
4,79,85,tier4 all other pairs,0.2301482980489314,0.05211360613242426
4,79,90,tier4 all other pairs,0.15893606076246575,0.08933972143690988
4,79,91,tier4 all other pairs,0.30304110122568567,0.04169917268901531
4,79,92,tier4 all other pairs,0.21402786009731872,0.03236026893939294
4,79,93,tier4 all other pairs,0.29553783493114144,0.03440709607477036
4,79,96,tier4 all other pairs,0.27239545030017404,0.038081994667661385
4,85,90,tier4 all other pairs,0.10616844563175042,0.08857421354242612
4,85,91,tier4 all other pairs,0.21273536137064952,0.08172319957598463
4,85,92,tier4 all other pairs,0.36172231563144336,0.04805694849180165
4,85,93,tier4 all other pairs,0.19279736261583622,0.027958568378556842
4,85,96,tier4 all other pairs,0.27973137001304277,0.03898944358612201
4,90,91,tier4 all other pairs,0.10969191323818385,0.0674220705905378
4,90,92,tier4 all other pairs,0.22509526292889023,0.041868170257797675
4,90,93,tier4 all other pairs,0.0628969073413084,0.050407537046704115
4,90,96,tier4 all other pairs,0.10567544450380277,0.06261813703721958
4,91,92,tier4 all other pairs,0.28344363393375427,0.03784948820174082
4,91,93,tier4 all other pairs,0.2909444272293522,0.051938024076923855
4,91,96,tier4 all other pairs,0.20327544447198892,0.08554840466043115
4,92,93,tier4 all other pairs,0.43255288080291776,0.03269485991723771
4,92,96,tier4 all other pairs,0.2998217173162719,0.00961487634814434
4,93,96,tier4 all other pairs,0.3591994606655784,0.048356010812666154
